"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"C34H56O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C32H51N3O11_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4H9NO2.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4H9NO2.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H8N2O2.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H8N2O2.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H14N2O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H13NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H9NO2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H9N3O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H17NO2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H16N2O2.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H16N2O2.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H11NO4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H15NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H10N2O2S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H10N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H15N3O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H14N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H12N2O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O4.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H11NO2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H15N3O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H13NO3S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H13NO4S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H17NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H14N2O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H18N2O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H18N2O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H18N2O3.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H19NO2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H20N2O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H20N2O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H12N2O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H12N2O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H12N2O3.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H14N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H18N2O2.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H18N2O2.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H17NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H18N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H20N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H22N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H18NO4S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H14N2O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H20N2O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H24N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H23N3O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H19NO7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H25N3O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H20N2O6.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H20N2O6.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H16N2O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H15N3O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H12O5_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H18N2O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H18N2O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H23N3O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H17N7O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H20N2O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H19N3O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H10O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H21NO10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H23N3O10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H26N4O11_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H14N2O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H16N2O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H22O2_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H18N2O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H14O5_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H30O_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H18O5_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H18O5_pos.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H18O5_pos.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H20O5_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H32O2_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H12N6O2S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H14N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H22O5_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H16N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H24O5_pos_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H16N2O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H16N2O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H15NO5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12O9S2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H16N6O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C19H21NO3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C19H21NO3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H18N2O4.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H20N2O5.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H20N2O5.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H15N2O6P_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H16O12_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H21N3O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H39NO2S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C21H28O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H28N6O_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C24H36O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H24N2O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H40O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H40O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C29H48O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C24H40O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C23H29NO9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H29N3O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C19H34O15_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C29H41N7O5.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C29H41N7O5.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C32H38N2O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C33H42N2O11_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C33H48O15_metabolomics",,,,,,,,"metabolomics","metabolomics"
